,seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,energy,maxenergy,class
2322,2,1,1,27420,400,-4,-11,1,700,700,0
992,1,1,2,5400,39,2,-2,1,0,0,0
1408,1,2,1,11830,201,-27,-18,1,0,0,0
1118,2,1,1,26170,388,23,-19,1,0,0,0
1433,1,1,2,5840,102,-17,-39,1,0,0,0
1681,1,2,1,18510,289,-42,-42,1,0,0,0
280,2,2,1,571990,1608,0,-18,1,44000,30000,0
979,1,1,2,6790,17,-43,-62,1,0,0,0
742,1,1,1,29240,217,-71,-85,1,8000,5000,0
1195,1,2,1,18830,201,-23,-52,1,0,0,0
2193,1,3,1,60300,575,52,-7,3,0,0,0
170,1,2,1,691310,1416,-14,-6,1,0,0,0
699,2,2,1,128260,1235,-10,-5,1,1000,1000,0
1883,1,1,1,32430,527,1,-18,1,0,0,0
1061,1,1,2,4720,26,73,-35,1,0,0,0
2581,2,1,1,26960,540,101,112,1,0,0,0
2233,2,2,1,25430,634,-11,-17,1,0,0,0
596,2,1,1,40200,334,45,59,1,900,900,1
315,1,1,1,434360,1584,-38,-60,1,9000,6000,1
837,1,1,2,15400,24,-59,-69,1,1000,1000,0
1153,1,2,1,38430,406,54,-10,1,0,0,0
921,1,1,2,9430,44,-50,-17,1,0,0,0
1194,1,2,2,9860,324,7,46,1,0,0,0
1456,1,2,2,15290,436,75,47,1,0,0,0
954,1,2,2,11230,27,2,-32,1,0,0,0
2154,1,1,1,46540,729,69,51,1,300,300,1
1458,1,2,2,11730,336,34,13,1,0,0,0
522,1,2,2,8060,57,-81,-86,1,3000,3000,0
1754,1,1,2,5600,344,-44,-1,1,0,0,0
1155,1,2,1,35720,306,43,-32,1,0,0,0
196,1,1,1,682910,1486,-2,-18,1,6000,4000,0
57,1,1,1,269070,767,-1,4,1,800,400,0
2,1,1,2,8050,30,-81,-78,1,0,0,0
1870,1,2,2,4040,92,-57,-72,1,0,0,0
2544,1,1,2,12960,194,27,3,1,0,0,0
2470,2,1,2,5700,135,-50,-40,1,0,0,0
1173,1,2,2,10070,243,-6,0,1,0,0,0
2102,1,1,2,8810,262,-27,6,1,0,0,0
262,1,1,1,509190,1758,-45,-15,1,2300,2000,1
301,2,1,1,415690,1486,-37,-26,1,7000,7000,1
1714,1,2,1,68830,633,96,13,1,5000,3000,0
930,1,2,2,24550,62,44,23,1,0,0,0
435,2,1,1,38170,784,-27,12,1,3500,2000,0
2440,1,1,2,1400,51,-88,-78,1,0,0,0
116,1,1,1,157740,440,-31,-35,1,0,0,0
114,1,2,1,140090,380,-40,-46,1,0,0,0
611,1,2,1,40140,417,19,35,1,11300,4000,0
2230,2,2,1,7770,300,-57,-33,1,20000,20000,0
2437,1,1,2,3160,73,-75,-70,1,0,0,0
1439,1,2,2,2000,130,-78,-58,1,0,0,0
124,1,1,1,715390,1923,36,36,1,300,300,0
1358,1,2,1,41740,966,164,143,1,0,0,0
518,2,1,1,33760,568,-7,35,1,81500,80000,0
1509,2,1,1,23490,595,76,54,1,1000,1000,0
862,1,1,2,16210,44,-37,-6,1,9000,9000,0
2053,1,1,1,23160,393,-34,-28,1,0,0,0
784,1,2,1,23050,202,-33,-32,2,5100,3000,0
1611,1,1,1,25200,318,-20,-40,1,1000,1000,1
1907,1,1,1,64990,802,77,32,1,4000,4000,0
2357,2,1,1,15650,316,-52,-28,1,0,0,0
2520,2,1,2,5120,121,-55,-46,1,0,0,0
2325,2,1,2,27200,402,118,61,1,0,0,0
2130,1,1,1,43290,663,36,26,1,0,0,0
2214,2,3,1,68040,1049,50,51,2,4000,4000,0
1799,2,2,2,21780,428,110,13,1,8000,8000,0
821,1,1,1,17910,86,-85,-79,1,12000,6000,0
635,2,1,1,51660,626,19,29,1,500,500,0
555,1,2,1,60910,882,55,62,1,303000,300000,0
1207,2,1,1,87260,2457,275,258,1,80000,80000,0
812,1,1,2,100,4,-96,-90,1,0,0,0
2292,1,2,1,48050,531,92,6,1,205000,200000,0
898,1,2,2,26470,37,-8,-47,1,900,600,0
2339,2,1,1,25160,411,-20,-8,1,0,0,1
107,1,1,1,166700,363,-34,-56,1,0,0,0
212,1,1,1,2052510,3635,55,46,1,800,800,0
734,2,1,1,134870,2096,-17,4,1,5100,3000,0
620,2,1,1,40250,451,91,91,1,2900,2000,0
2165,2,1,1,54920,801,102,70,1,200,200,0
1501,2,1,1,19370,715,44,85,1,0,0,0
1837,1,2,1,35800,722,27,11,2,0,0,0
608,2,1,1,49520,405,60,49,1,72000,60000,0
2327,2,1,1,17880,237,-40,-47,1,3000,3000,0
1884,1,1,1,30750,508,-4,-21,1,0,0,0
1743,2,1,2,16380,736,63,112,1,0,0,0
317,2,1,1,507230,2116,-21,-40,1,3000,3000,0
853,1,2,1,232470,361,28,11,1,4000,3000,0
516,1,1,1,28500,337,-26,-22,1,400,400,0
1875,1,2,1,27150,441,-11,-31,1,0,0,0
2407,2,2,1,20160,317,-30,-28,1,300,300,0
2415,2,2,1,23860,269,-11,-38,1,200,200,0
2388,1,2,1,28280,498,-5,20,1,5000,5000,0
2316,1,1,1,23170,348,-18,-25,1,0,0,0
1234,2,1,1,16170,414,-37,6,1,0,0,0
598,2,1,1,8610,79,-74,-69,1,5000,5000,0
2434,1,1,2,3420,74,-73,-70,1,0,0,0
2300,2,2,1,21070,266,-19,-45,1,0,0,0
2312,1,1,1,61200,625,116,34,1,0,0,0
8,1,1,2,100190,303,54,52,1,0,0,0
2234,2,2,1,31610,860,10,12,1,0,0,0
372,1,1,2,3550,38,-89,-82,1,0,0,0
2068,2,1,1,30130,403,-15,-27,1,0,0,0
511,1,2,1,31510,323,-22,-27,1,2700,2000,0
1951,1,1,1,14580,308,-42,-38,1,0,0,0
261,2,1,1,734930,2062,-29,1,1,4800,4000,0
1481,1,1,2,9920,221,37,36,1,0,0,0
2277,2,2,2,15210,133,22,-47,1,700,700,0
645,1,2,1,59240,941,5,29,1,5200,3000,0
295,1,1,1,447360,1332,-37,-33,1,8400,8000,1
290,1,1,2,58850,236,-73,-74,1,0,0,0
2377,1,1,1,35420,290,11,-32,1,900,900,0
1910,1,1,2,14610,373,56,15,1,0,0,0
2298,2,2,1,52380,469,101,-3,1,20000,20000,0
2240,2,1,1,19990,669,-64,-18,1,0,0,0
706,1,2,1,200350,1668,43,24,1,0,0,0
2188,1,3,1,34360,730,10,39,3,0,0,0
1644,2,2,2,10680,506,3,44,1,0,0,0
1083,1,1,2,5090,35,63,-12,1,0,0,0
186,1,1,2,117040,328,-57,-45,1,2000,2000,0
1720,2,2,2,23200,366,179,118,1,0,0,0
1513,2,1,1,12030,308,-16,-26,1,0,0,0
1760,1,1,2,10140,176,12,-5,1,0,0,0
1812,2,2,1,25130,455,-13,-42,1,1000,1000,0
1923,1,1,2,23440,514,151,59,1,8000,8000,0
1725,2,2,2,13110,417,57,148,1,0,0,0
987,1,1,2,5930,31,-26,-22,1,0,0,0
1959,2,1,1,25090,383,78,30,1,0,0,0
2250,2,1,1,39100,868,36,10,1,30000,30000,0
936,1,2,2,175660,251,76,72,1,0,0,0
2389,1,2,1,32050,645,7,56,1,300,300,0
523,1,2,1,20160,262,-40,-39,1,1600,800,0
1441,1,2,1,3560,83,-79,-67,1,0,0,0
347,1,1,1,478520,1493,-1,-47,1,4300,3000,0
1332,1,2,1,19340,218,18,-19,1,3000,3000,0
2503,1,1,1,15290,315,-13,-1,1,400,400,0
1699,2,2,1,37610,1004,11,0,1,0,0,0
5,1,1,1,63760,195,-73,-65,1,0,0,0
573,1,1,1,63950,297,11,-6,1,0,0,0
1533,2,2,1,65800,1634,300,255,2,0,0,0
637,1,1,1,48100,582,10,17,1,12100,7000,0
2580,2,1,1,42110,555,213,118,1,0,0,0
213,1,1,1,1260100,2519,-12,-5,1,600,600,0
520,2,1,1,32500,474,-5,10,1,700,700,0
242,1,1,1,1661100,1772,52,32,1,9000,9000,0
1678,1,2,1,12600,266,-60,-47,1,0,0,0
2199,1,3,1,63410,767,57,21,3,600,600,0
624,1,1,1,45350,469,14,21,1,6400,3000,0
2280,2,2,2,5660,93,-55,-63,1,0,0,0
1499,2,1,1,29500,794,119,106,1,0,0,1
842,1,1,1,178220,371,13,7,1,800,400,0
1903,1,1,2,18790,322,101,0,1,0,0,0
661,1,1,1,23920,359,-45,-57,1,5000,5000,0
424,2,2,1,39330,409,6,10,1,8200,6000,1
2084,1,1,2,10690,297,-14,19,1,0,0,0
487,1,1,1,27980,243,-40,-35,1,7000,3000,0
767,1,2,1,39690,416,6,56,1,1700,1000,0
905,1,2,1,107250,168,43,-8,1,0,0,0
1798,2,2,2,37600,833,329,334,2,0,0,0
2067,2,1,1,18920,330,-46,-40,1,200,200,0
1866,1,2,2,22610,242,193,30,1,0,0,0
2412,2,2,1,21950,375,-24,-15,1,2000,2000,0
1701,2,2,2,32600,880,224,153,1,60500,60000,0
1108,1,1,1,17540,252,-23,-48,1,0,0,0
344,2,1,1,244480,1576,11,12,1,51200,50000,0
216,1,1,1,1138340,2106,-20,-20,1,11000,9000,0
701,2,1,1,186280,1921,39,51,1,72500,70000,0
1646,2,2,2,38060,486,357,189,2,0,0,0
2210,1,3,1,151920,1132,255,71,2,20300,20000,0
14,1,1,2,75670,207,18,4,1,600,600,0
1776,2,1,2,6450,112,-38,-71,1,0,0,0
1697,2,2,1,40770,910,20,-10,1,0,0,0
674,1,1,1,182210,1766,63,63,1,17800,7000,0
1900,1,1,1,17180,310,-50,-47,1,0,0,0
2206,1,3,1,22210,658,-48,0,2,0,0,0
957,1,2,2,14670,44,23,10,1,0,0,0
2050,1,1,1,32220,513,-8,-6,1,2300,2000,0
627,1,2,2,7400,47,-68,-80,1,3000,3000,0
1128,1,1,2,13780,289,28,20,1,0,0,0
528,1,1,1,32130,427,18,13,1,0,0,0
200,1,1,1,1371400,3040,91,63,1,300,300,0
330,2,1,1,347400,1684,-28,-22,1,31000,30000,0
1638,2,2,2,16470,661,60,88,1,0,0,0
129,1,1,1,620720,1789,17,23,1,0,0,0
2141,1,1,1,28660,471,-3,-6,1,600,600,0
369,1,1,2,2970,50,-95,-87,1,0,0,0
2275,2,2,2,4600,105,-63,-58,1,0,0,0
1635,2,2,1,43900,853,24,48,1,80000,80000,0
838,1,1,2,38800,38,17,-45,1,1700,1000,0
199,1,1,1,782750,1593,9,-17,1,6000,3000,0
1525,2,2,1,43780,529,168,84,1,1000,1000,0
1519,2,2,1,41230,487,152,70,1,400,400,0
653,2,1,1,55890,1204,-3,34,1,149000,80000,0
1387,2,2,1,15060,618,-17,29,1,0,0,0
1914,1,1,2,12170,226,30,-30,1,0,0,0
1133,1,1,1,31390,362,39,-26,1,0,0,0
2099,1,1,2,5280,178,-29,-16,1,0,0,0
2149,1,1,1,42010,601,40,17,1,0,0,0
1431,1,1,2,7410,133,6,-20,1,0,0,0
2061,2,1,1,22850,515,-13,-10,1,0,0,0
2350,2,1,1,9510,258,-71,-41,1,0,0,0
13,1,1,2,64540,215,0,9,1,6000,6000,0
607,1,1,2,4420,60,-2,28,1,0,0,1
496,2,2,2,6140,60,-17,23,1,400,400,0
445,2,2,1,61140,306,22,-69,1,89400,80000,1
1402,1,2,1,10220,434,-45,-14,1,0,0,0
2488,1,1,1,8620,239,-58,-31,1,0,0,0
502,1,1,2,7570,69,69,67,1,5000,5000,1
1653,2,2,1,77870,271,626,18,2,0,0,0
1838,2,2,1,21220,540,-26,-14,2,0,0,1
1606,1,1,2,6260,98,-26,-42,1,0,0,0
1168,1,2,2,11140,295,4,22,1,0,0,0
1583,1,2,2,19500,678,112,122,1,0,0,0
2175,2,2,1,63190,840,115,69,1,600,400,0
859,1,2,2,12120,24,-54,-49,1,300,300,0
1415,1,2,2,12840,471,37,51,1,200,200,0
2258,2,1,1,48980,1007,54,21,1,0,0,0
68,1,1,2,40210,193,-71,-59,1,5000,5000,0
1206,2,1,1,49510,521,89,27,1,0,0,1
1177,1,2,2,7440,130,-26,-43,1,0,0,0
2485,1,1,1,8160,148,-51,-57,1,300,300,0
2371,1,1,1,42220,382,29,-9,1,8000,8000,0
477,1,1,1,40420,269,-42,-31,1,0,0,0
1746,2,1,1,31430,553,1,10,1,600,600,0
272,1,1,1,811060,2877,45,28,1,900,700,0
2142,1,1,1,17370,379,-42,-26,1,0,0,0
2496,1,1,2,5130,115,-55,-49,1,0,0,0
92,1,1,2,104390,331,91,29,1,0,0,0
24,1,1,1,424650,1069,1,7,1,6000,4000,0
1264,1,1,2,2770,45,-67,-79,1,0,0,0
1694,2,2,1,26990,769,-20,-24,1,0,0,0
1245,1,1,2,18040,317,95,43,1,0,0,0
1485,1,1,2,19560,659,123,121,1,700,700,0
694,2,1,1,134890,1411,-10,9,1,6000,6000,1
2205,1,3,1,43740,1056,9,66,3,0,0,0
1736,2,1,2,13160,271,58,61,1,0,0,0
1821,1,2,2,17930,347,668,323,3,0,0,0
585,1,1,2,6070,46,14,-9,1,3000,3000,0
269,2,1,1,779850,2999,35,38,1,5600,5000,0
2392,1,2,1,32110,427,9,2,1,200,200,0
1191,1,2,1,28210,618,15,47,1,0,0,0
149,1,1,1,303610,1034,-26,-21,1,0,0,0
1502,2,1,1,22910,629,72,62,1,0,0,0
159,1,2,1,715540,1471,-13,-4,1,900,600,1
1595,1,2,2,14040,408,49,29,1,0,0,0
2164,2,1,1,45910,656,69,39,1,0,0,0
2430,1,1,2,13880,248,9,2,1,0,0,0
1919,1,1,2,15640,326,67,1,1,200,200,0
595,2,1,1,19220,149,-34,-33,1,10700,5000,0
33,1,1,1,477750,1132,86,60,1,1500,600,0
386,2,1,1,151660,900,-25,-33,1,67700,30000,0
2144,1,1,1,74470,655,148,28,1,0,0,0
137,1,1,1,314100,904,-41,-37,1,0,0,0
1412,1,2,1,44150,951,134,88,1,0,0,0
1296,1,1,1,17800,436,58,56,1,0,0,0
2393,1,2,1,32460,469,10,12,1,0,0,0
1591,1,2,2,11230,383,19,22,1,0,0,0
1436,1,1,2,8540,82,22,-51,1,2600,2000,0
1210,2,1,2,15600,548,67,83,1,0,0,0
500,1,2,2,2560,38,-49,-14,1,1300,1000,0
271,1,1,1,675030,1992,12,-14,1,5300,2000,0
744,1,1,1,36520,209,-55,-81,1,9800,9000,0
215,1,1,1,2196220,3848,62,51,1,8500,4000,0
1211,2,1,1,13520,528,-42,-23,1,0,0,0
924,1,1,2,16480,44,-14,-20,1,0,0,0
153,1,1,1,443740,1321,20,10,1,0,0,0
277,1,2,1,576200,1558,15,-22,1,21300,8000,1
1187,1,2,2,8780,226,-10,-1,1,0,0,0
576,1,1,1,33580,268,-39,-13,1,4000,4000,0
840,1,1,1,73930,94,-55,-76,1,1000,1000,0
804,2,2,1,9130,68,-64,-75,1,2000,1000,0
678,1,1,2,26800,94,-18,-49,1,3000,3000,0
1145,1,2,1,27590,314,6,-35,1,0,0,0
1532,2,2,1,61310,931,274,227,2,3000,3000,0
1665,1,1,1,48710,547,41,-3,1,0,0,0
2311,1,1,1,32470,388,15,-17,1,80000,80000,0
2170,2,1,1,42060,740,43,49,1,0,0,0
181,1,1,1,441960,1006,-42,-33,1,6000,3000,0
426,2,2,1,59300,690,53,70,1,25700,8000,0
2086,1,1,2,6530,266,-48,6,1,0,0,0
2006,2,2,1,20640,517,-23,14,1,0,0,0
875,1,1,1,82460,154,-17,-16,1,0,0,0
1860,2,2,2,4690,126,-55,-65,2,0,0,0
2168,2,1,1,39830,636,36,28,1,0,0,0
1328,1,2,1,12800,213,-22,-20,1,0,0,0
1797,2,1,2,35440,930,304,384,2,0,0,0
1988,1,1,1,65760,772,177,68,1,0,0,0
1056,1,1,2,1870,11,-24,-72,1,0,0,0
2184,1,3,2,25050,678,227,186,3,0,0,0
1453,1,2,2,16010,446,75,43,1,0,0,0
1497,2,1,1,33640,699,150,81,1,0,0,0
2079,1,1,1,42090,794,30,50,1,400,200,0
